No Faktur,Tanggal,Nama Outlet,Nama Kasir,Jam,Deskripsi Produk,Modifier,Jumlah Barang,Jumlah dibatalkan,Harga Per Barang,Jumlah Harga,Diskon Per Barang,Tipe Diskon per Barang,Diskon Transaksi,Tipe Diskon Transaksi,Pajak,Subtotal,Status,Metode Pembayaran,No. Referensi
10119S00,10-04-2020,Tovi Kohi,Ilyas Sputra,19:06:18,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
10119ACZ,10-04-2020,Tovi Kohi,Ilyas Sputra,19:04:49,"V-60, Japstyle",,2,0,17000,34000,0,,0,,0,34000,Transaksi,CASH,
101199LC,10-04-2020,Tovi Kohi,Ilyas Sputra,19:04:33,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
10119Z1L,10-04-2020,Tovi Kohi,Ilyas Sputra,19:04:17,"Flat White,",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10119Z1L,10-04-2020,Tovi Kohi,Ilyas Sputra,19:04:17,"Choco Latte, Hot",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
10019TW9,09-04-2020,Tovi Kohi,Ilyas Sputra,19:35:46,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
10017SHM,09-04-2020,Tovi Kohi,Ilyas Sputra,17:31:20,"Vietnam Drip, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
10017E4C,09-04-2020,Tovi Kohi,Ilyas Sputra,17:30:21,"Vanilla Milk, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
10017CHG,09-04-2020,Tovi Kohi,Ilyas Sputra,17:29:32,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
10017CHG,09-04-2020,Tovi Kohi,Ilyas Sputra,17:29:32,"Americano, Ice",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
10017TCN,09-04-2020,Tovi Kohi,Ilyas Sputra,17:28:27,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
100149FC,09-04-2020,Tovi Kohi,Ilyas Sputra,14:58:57,"Shake Presso, Original",,2,0,15000,30000,0,,0,,0,30000,Transaksi,CASH,
09918E1S,08-04-2020,Tovi Kohi,Ilyas Sputra,18:03:37,"Shake Presso, Original",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
09918E1S,08-04-2020,Tovi Kohi,Ilyas Sputra,18:03:37,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
09912KQA,08-04-2020,Tovi Kohi,Ilyas Sputra,12:57:13,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
09912KQA,08-04-2020,Tovi Kohi,Ilyas Sputra,12:57:13,"Gula Aren, Original",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
09912KQA,08-04-2020,Tovi Kohi,Ilyas Sputra,12:57:13,"Japanese Ice, Signature",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
098201HN,07-04-2020,Tovi Kohi,Ilyas Sputra,20:24:53,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
0981654K,07-04-2020,Tovi Kohi,Ilyas Sputra,16:34:52,"Dragon Tea, Hot",,1,0,6000,6000,0,,0,,0,6000,Transaksi,CASH,
09816LC7,07-04-2020,Tovi Kohi,Ilyas Sputra,16:34:35,"Americano, Ice",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
09816HMY,07-04-2020,Tovi Kohi,Ilyas Sputra,16:34:22,"Choco Latte, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
09718M6R,06-04-2020,Tovi Kohi,Ilyas Sputra,18:06:23,"Soft Cookies, Cookies only",,5,0,10000,50000,0,,0,,0,50000,Transaksi,CASH,
09717LOX,06-04-2020,Tovi Kohi,Ilyas Sputra,17:51:59,"Mochacino, Hot",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
09717XXR,06-04-2020,Tovi Kohi,Ilyas Sputra,17:51:25,"Coffee Crema,",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
09716WC4,06-04-2020,Tovi Kohi,Ilyas Sputra,16:12:33,"Doppio,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
097169GU,06-04-2020,Tovi Kohi,Ilyas Sputra,16:12:11,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
097169GU,06-04-2020,Tovi Kohi,Ilyas Sputra,16:12:11,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
097169GU,06-04-2020,Tovi Kohi,Ilyas Sputra,16:12:11,"Cafe Latte, Flavour",,2,0,18000,36000,0,,0,,0,36000,Transaksi,CASH,
09618WT9,05-04-2020,Tovi Kohi,Ilyas Sputra,18:08:37,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
09618KK0,05-04-2020,Tovi Kohi,Ilyas Sputra,18:08:20,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
09618KK0,05-04-2020,Tovi Kohi,Ilyas Sputra,18:08:20,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
09618XSY,05-04-2020,Tovi Kohi,Ilyas Sputra,18:07:59,"Shake Presso, Original",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
09617TUV,05-04-2020,Tovi Kohi,Ilyas Sputra,17:29:51,"Shake Presso, Original",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
09617D86,05-04-2020,Tovi Kohi,Ilyas Sputra,17:29:38,"Doppio,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
09617D86,05-04-2020,Tovi Kohi,Ilyas Sputra,17:29:38,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
0961780Y,05-04-2020,Tovi Kohi,Ilyas Sputra,17:29:19,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
09518CIW,04-04-2020,Tovi Kohi,Ilyas Sputra,18:53:10,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
09517ZRO,04-04-2020,Tovi Kohi,Ilyas Sputra,17:31:50,"To - Brew,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
09516JCS,04-04-2020,Tovi Kohi,Ilyas Sputra,16:12:00,"Lemon Tea, Ice",,1,0,9000,9000,0,,0,,0,9000,Transaksi,CASH,
095161QU,04-04-2020,Tovi Kohi,Ilyas Sputra,16:04:31,"Shake Presso, Original",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
09516NPP,04-04-2020,Tovi Kohi,Ilyas Sputra,16:02:09,"Vietnam Drip, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
09516NPP,04-04-2020,Tovi Kohi,Ilyas Sputra,16:02:09,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
09416Q79,03-04-2020,Tovi Kohi,Ilyas Sputra,16:28:29,"Lemon Tea, Ice",,1,0,9000,9000,0,,0,,0,9000,Transaksi,CASH,
09416Y3I,03-04-2020,Tovi Kohi,Ilyas Sputra,16:28:15,"To - Brew,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
09416P3B,03-04-2020,Tovi Kohi,Ilyas Sputra,16:28:05,"Americano, Ice",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
09415GH3,03-04-2020,Tovi Kohi,Henggar Vyasto,15:23:40,"Lemon Tea, Ice",,1,0,9000,9000,0,,0,,0,9000,Transaksi,CASH,
09415Q1S,03-04-2020,Tovi Kohi,Ilyas Sputra,15:05:02,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
094136IH,03-04-2020,Tovi Kohi,Ilyas Sputra,13:50:36,"Long Black,",,5,0,13000,65000,0,,0,,0,65000,Transaksi,CASH,
093184VZ,02-04-2020,Tovi Kohi,Ilyas Sputra,18:08:26,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
09317PG8,02-04-2020,Tovi Kohi,Ilyas Sputra,17:55:02,"Shake Presso, Original",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
093165CT,02-04-2020,Tovi Kohi,Ilyas Sputra,16:46:16,"Japanese Ice, Signature",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
09316CSI,02-04-2020,Tovi Kohi,Ilyas Sputra,16:46:01,"Long Black,",,1,0,13000,13000,0,,0,,0,13000,Transaksi,CASH,
09314CEN,02-04-2020,Tovi Kohi,Henggar Vyasto,14:24:55,"Soft Cookies, + Drink",,2,0,25000,50000,0,,0,,0,50000,Transaksi,CASH,
09314X8V,02-04-2020,Tovi Kohi,Henggar Vyasto,14:23:32,"Soft Cookies, + Drink",,1,1,25000,0,0,,0,,0,0,Dibatalkan,CASH,
09314X8V,02-04-2020,Tovi Kohi,Henggar Vyasto,14:23:32,"Gula Aren, Original",,1,1,16000,0,0,,0,,0,0,Dibatalkan,CASH,
09218UFQ,01-04-2020,Tovi Kohi,Ilyas Sputra,18:49:09,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
092178BL,01-04-2020,Tovi Kohi,Ilyas Sputra,17:13:17,"Shake Presso, Original",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
09214N5S,01-04-2020,Tovi Kohi,Ilyas Sputra,14:54:19,"Choco Latte, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
09214N5S,01-04-2020,Tovi Kohi,Ilyas Sputra,14:54:19,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
09214C2L,01-04-2020,Tovi Kohi,Ilyas Sputra,14:53:47,"Mochacino, Ice",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
07819TP1,18-03-2020,Tovi Kohi,Ilyas Sputra,19:23:00,"Shake Presso, Original",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
07819TP1,18-03-2020,Tovi Kohi,Ilyas Sputra,19:23:00,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
07819GFE,18-03-2020,Tovi Kohi,Ilyas Sputra,19:22:08,"Vietnam Drip, Hot",,2,0,14000,28000,0,,0,,0,28000,Transaksi,CASH,
07819GFE,18-03-2020,Tovi Kohi,Ilyas Sputra,19:22:08,"To - Brew,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
07819GFE,18-03-2020,Tovi Kohi,Ilyas Sputra,19:22:08,"Lemon Tea, Ice",,2,0,9000,18000,0,,0,,0,18000,Transaksi,CASH,
07819GFE,18-03-2020,Tovi Kohi,Ilyas Sputra,19:22:08,"Choco Latte, Hot",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07817EP2,18-03-2020,Tovi Kohi,Ilyas Sputra,17:55:49,"Gula Aren, Original",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
07817EP2,18-03-2020,Tovi Kohi,Ilyas Sputra,17:55:49,"Red Velvet, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
07816XON,18-03-2020,Tovi Kohi,Ilyas Sputra,16:22:22,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07815GMA,18-03-2020,Tovi Kohi,Ilyas Sputra,15:18:08,"Mochacino, Ice",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
07721MNX,17-03-2020,Tovi Kohi,Ilyas Sputra,21:40:49,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
0772190E,17-03-2020,Tovi Kohi,Ilyas Sputra,21:38:52,"Shake Presso, Original",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
07719DL8,17-03-2020,Tovi Kohi,Ilyas Sputra,19:37:50,"Matcha Latte, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
07719DL8,17-03-2020,Tovi Kohi,Ilyas Sputra,19:37:50,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07718GRD,17-03-2020,Tovi Kohi,Ilyas Sputra,18:55:04,"Dragon Tea, Hot",,1,0,6000,6000,0,,0,,0,6000,Transaksi,CASH,
077182LG,17-03-2020,Tovi Kohi,Ilyas Sputra,18:43:46,"Vietnam Drip, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
07718DJK,17-03-2020,Tovi Kohi,Ilyas Sputra,18:43:32,"Long Black,",,1,0,13000,13000,0,,0,,0,13000,Transaksi,CASH,
077178WC,17-03-2020,Tovi Kohi,Ilyas Sputra,17:33:55,"Choco Latte, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
07717JR3,17-03-2020,Tovi Kohi,Ilyas Sputra,17:15:59,"Japanese Pudding, + Drink",,2,0,25000,50000,0,,0,,0,50000,Transaksi,CASH,
07716KMY,17-03-2020,Tovi Kohi,Ilyas Sputra,16:58:21,"Vanilla Milk, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
07716TCT,17-03-2020,Tovi Kohi,Ilyas Sputra,16:44:38,"Cappuchino, Magic",,1,0,18000,18000,0,,0,,0,18000,Batal Sebagian,CASH,
07716TCT,17-03-2020,Tovi Kohi,Ilyas Sputra,16:44:38,"Gula Aren, Original",,1,1,16000,0,0,,0,,0,0,Batal Sebagian,CASH,
07715E80,17-03-2020,Tovi Kohi,Ilyas Sputra,15:32:52,"Shake Presso, Original",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
07715E80,17-03-2020,Tovi Kohi,Ilyas Sputra,15:32:52,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07715ZP5,17-03-2020,Tovi Kohi,Ilyas Sputra,15:32:34,"Shake Presso, Original",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
07715ZP5,17-03-2020,Tovi Kohi,Ilyas Sputra,15:32:34,"Mochacino, Ice",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
07619SEV,16-03-2020,Tovi Kohi,Ilyas Sputra,19:44:01,"Choco Latte, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
07619SEV,16-03-2020,Tovi Kohi,Ilyas Sputra,19:44:01,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07619RGO,16-03-2020,Tovi Kohi,Ilyas Sputra,19:09:59,"Lemon Tea, Ice",,1,0,9000,9000,0,,0,,0,9000,Transaksi,CASH,
07618Y91,16-03-2020,Tovi Kohi,Ilyas Sputra,18:56:56,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
076174RI,16-03-2020,Tovi Kohi,Ilyas Sputra,17:10:03,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07617XT0,16-03-2020,Tovi Kohi,Ilyas Sputra,17:03:19,"Lemon Tea, Ice",,1,0,9000,9000,0,,0,,0,9000,Transaksi,CASH,
07617XT0,16-03-2020,Tovi Kohi,Ilyas Sputra,17:03:19,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
076164C2,16-03-2020,Tovi Kohi,Ilyas Sputra,16:33:23,"Lemon Tea, Ice",,1,0,9000,9000,0,,0,,0,9000,Transaksi,CASH,
07615S07,16-03-2020,Tovi Kohi,Ilyas Sputra,15:08:53,"Choco Latte, Hot",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07615S07,16-03-2020,Tovi Kohi,Ilyas Sputra,15:08:53,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
076155RM,16-03-2020,Tovi Kohi,Ilyas Sputra,15:08:32,"To - Brew,",,2,0,10000,20000,0,,0,,0,20000,Transaksi,CASH,
07615PUP,16-03-2020,Tovi Kohi,Ilyas Sputra,15:08:04,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07615PUP,16-03-2020,Tovi Kohi,Ilyas Sputra,15:08:04,"Doppio,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
07615PUP,16-03-2020,Tovi Kohi,Ilyas Sputra,15:08:04,"Lemon Tea, Ice",,1,0,9000,9000,0,,0,,0,9000,Transaksi,CASH,
075235HJ,15-03-2020,Tovi Kohi,Ilyas Sputra,23:11:11,"Flat White,",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
07522GGH,15-03-2020,Tovi Kohi,Ilyas Sputra,22:18:15,"Lemon Tea, Ice",,1,0,9000,9000,0,,0,,0,9000,Transaksi,CASH,
075220DU,15-03-2020,Tovi Kohi,Ilyas Sputra,22:17:01,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07519TZD,15-03-2020,Tovi Kohi,Ilyas Sputra,19:06:43,"Shake Presso, Original",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
07519TZD,15-03-2020,Tovi Kohi,Ilyas Sputra,19:06:43,"Extra Shoot,",,1,0,2000,2000,0,,0,,0,2000,Transaksi,CASH,
07519XUT,15-03-2020,Tovi Kohi,Ilyas Sputra,19:06:07,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07519N2C,15-03-2020,Tovi Kohi,Ilyas Sputra,19:04:45,"Vanilla Milk, Hot",,2,0,13000,26000,0,,0,,0,26000,Transaksi,CASH,
075181MB,15-03-2020,Tovi Kohi,Ilyas Sputra,18:33:19,"Dot Coffee,",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07517OXV,15-03-2020,Tovi Kohi,Ilyas Sputra,17:29:57,"Shake Presso, Original",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
07517OXV,15-03-2020,Tovi Kohi,Ilyas Sputra,17:29:57,"Gula Aren, Original",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
07517OXV,15-03-2020,Tovi Kohi,Ilyas Sputra,17:29:57,"Doppio,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
07501CQX,15-03-2020,Tovi Kohi,Ilyas Sputra,01:42:49,"Thai Tea, Hot",,1,0,13000,13000,0,,0,,0,13000,Transaksi,CASH,
07500VH8,15-03-2020,Tovi Kohi,Ilyas Sputra,00:26:20,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
07500VH8,15-03-2020,Tovi Kohi,Ilyas Sputra,00:26:20,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
075005HL,15-03-2020,Tovi Kohi,Ilyas Sputra,00:25:33,"Shake Presso, Lemon",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
07500EF3,15-03-2020,Tovi Kohi,Ilyas Sputra,00:20:26,"Gula Aren, Original",,1,1,16000,0,0,,0,,0,0,Batal Sebagian,CASH,
07500EF3,15-03-2020,Tovi Kohi,Ilyas Sputra,00:20:26,"Shake Presso, Lemon",,2,1,17000,17000,0,,0,,0,17000,Batal Sebagian,CASH,
074228F2,14-03-2020,Tovi Kohi,Ilyas Sputra,22:50:31,"Long Black,",,1,0,13000,13000,0,,0,,0,13000,Transaksi,CASH,
074228F2,14-03-2020,Tovi Kohi,Ilyas Sputra,22:50:31,"Extra Shoot,",,1,0,2000,2000,0,,0,,0,2000,Transaksi,CASH,
074228F2,14-03-2020,Tovi Kohi,Ilyas Sputra,22:50:31,"Lemon Tea, Ice",,1,0,9000,9000,0,,0,,0,9000,Transaksi,CASH,
074228F2,14-03-2020,Tovi Kohi,Ilyas Sputra,22:50:31,"Gula Aren, Flavour",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
07422O6L,14-03-2020,Tovi Kohi,Ilyas Sputra,22:20:29,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07422O6L,14-03-2020,Tovi Kohi,Ilyas Sputra,22:20:29,"Lemon Tea, Ice",,1,0,9000,9000,0,,0,,0,9000,Transaksi,CASH,
07422O6L,14-03-2020,Tovi Kohi,Ilyas Sputra,22:20:29,"Americano, Ice",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
07420ESU,14-03-2020,Tovi Kohi,Ilyas Sputra,20:23:41,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
07420ESU,14-03-2020,Tovi Kohi,Ilyas Sputra,20:23:41,"Choco Latte, Hot",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07418G0D,14-03-2020,Tovi Kohi,Ilyas Sputra,18:19:39,"Red Velvet, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
07418G0D,14-03-2020,Tovi Kohi,Ilyas Sputra,18:19:39,"Matcha Latte, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
07418Q3R,14-03-2020,Tovi Kohi,Ilyas Sputra,18:19:22,"Flat White,",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
07418Q3R,14-03-2020,Tovi Kohi,Ilyas Sputra,18:19:22,"Choco Latte, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
07418AC6,14-03-2020,Tovi Kohi,Ilyas Sputra,18:19:00,"Vietnam Drip, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
07418AC6,14-03-2020,Tovi Kohi,Ilyas Sputra,18:19:00,"Shake Presso, Original",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
07323FH2,13-03-2020,Tovi Kohi,Henggar Vyasto,23:43:15,"Lemon Tea, Hot",,1,0,7000,7000,0,,0,,0,7000,Transaksi,CASH,
07321S6O,13-03-2020,Tovi Kohi,Ilyas Sputra,21:03:10,"Lemon Tea, Ice",,1,0,9000,9000,0,,0,,0,9000,Transaksi,CASH,
07320KYX,13-03-2020,Tovi Kohi,Ilyas Sputra,20:30:08,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07320KYX,13-03-2020,Tovi Kohi,Ilyas Sputra,20:30:08,"Lemon Tea, Ice",,3,0,9000,27000,0,,0,,0,27000,Transaksi,CASH,
07319X9Y,13-03-2020,Tovi Kohi,Ilyas Sputra,19:19:25,"Choco Latte, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
07319X9Y,13-03-2020,Tovi Kohi,Ilyas Sputra,19:19:25,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07319X9Y,13-03-2020,Tovi Kohi,Ilyas Sputra,19:19:25,"Lemon Tea, Ice",,1,0,9000,9000,0,,0,,0,9000,Transaksi,CASH,
07317R5D,13-03-2020,Tovi Kohi,Ilyas Sputra,17:28:32,"Matcha Latte, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
07223LRD,12-03-2020,Tovi Kohi,Henggar Vyasto,23:25:20,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07222W3Y,12-03-2020,Tovi Kohi,Ilyas Sputra,22:38:49,"Shake Presso, Lemon",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
07219GOW,12-03-2020,Tovi Kohi,Ilyas Sputra,19:42:38,"Cafe Latte, Flavour",,1,1,18000,0,0,,0,,0,0,Dibatalkan,CASH,
072194B0,12-03-2020,Tovi Kohi,Ilyas Sputra,19:00:50,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
072194B0,12-03-2020,Tovi Kohi,Ilyas Sputra,19:00:50,"Piccolo, Ice",,1,0,13000,13000,0,,0,,0,13000,Transaksi,CASH,
07217NJE,12-03-2020,Tovi Kohi,Ilyas Sputra,17:22:26,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
0721740G,12-03-2020,Tovi Kohi,Ilyas Sputra,17:22:14,"Soft Cookies, + Drink",,1,0,25000,25000,0,,0,,0,25000,Transaksi,CASH,
07217DG2,12-03-2020,Tovi Kohi,Ilyas Sputra,17:12:19,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07217DG2,12-03-2020,Tovi Kohi,Ilyas Sputra,17:12:19,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07217054,12-03-2020,Tovi Kohi,Ilyas Sputra,17:10:10,"Mochacino, Hot",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
07217054,12-03-2020,Tovi Kohi,Ilyas Sputra,17:10:10,"Cafe Latte, Original",,3,0,16000,48000,0,,0,,0,48000,Transaksi,CASH,
072171Y9,12-03-2020,Tovi Kohi,Ilyas Sputra,17:07:17,"Shake Presso, Original",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
07120TIM,11-03-2020,Tovi Kohi,Henggar Vyasto,20:04:17,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07118U0F,11-03-2020,Tovi Kohi,Henggar Vyasto,18:54:06,"Lemon Tea, Ice",,3,0,9000,27000,0,,0,,0,27000,Transaksi,CASH,
07118YK6,11-03-2020,Tovi Kohi,Henggar Vyasto,18:53:33,"Red Velvet, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
071173C5,11-03-2020,Tovi Kohi,Henggar Vyasto,17:39:57,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07117OY4,11-03-2020,Tovi Kohi,Ilyas Sputra,17:38:09,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07117MW3,11-03-2020,Tovi Kohi,Henggar Vyasto,17:30:39,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07117MW3,11-03-2020,Tovi Kohi,Henggar Vyasto,17:30:39,"Shake Presso, Original",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
07117MW3,11-03-2020,Tovi Kohi,Henggar Vyasto,17:30:39,"Soft Cookies, + Drink",,1,0,25000,25000,0,,0,,0,25000,Transaksi,CASH,
07117V3J,11-03-2020,Tovi Kohi,Henggar Vyasto,17:29:51,"Gula Aren, Original",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
07117V3J,11-03-2020,Tovi Kohi,Henggar Vyasto,17:29:51,"Japanese Ice, Signature",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
070238GC,10-03-2020,Tovi Kohi,Ilyas Sputra,23:22:07,"Choco Latte, Hot",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
070233KD,10-03-2020,Tovi Kohi,Ilyas Sputra,23:19:26,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07023K52,10-03-2020,Tovi Kohi,Ilyas Sputra,23:19:07,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
07023K52,10-03-2020,Tovi Kohi,Ilyas Sputra,23:19:07,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
07022YGV,10-03-2020,Tovi Kohi,Ilyas Sputra,22:53:21,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
